Document Index (generated),Category Code,Number Of Employees,Acquired,Competitors,No of Investors,State Code,Blog Url,Homepage Url,Money
8703,public_relations,0,0,0,1,CA,0,1,0
8704,other,4,0,0,1,NY,0,1,0
8705,web,20,0,0,2,MA,1,1,5
8706,web,4,0,0,1,MA,1,1,0
8707,web,10,0,0,1,WA,1,1,0
8710,hardware,15,0,0,1,CA,0,1,0
8711,mobile,0,0,2,4,VA,0,1,7.52
8712,web,15,0,0,1,CA,0,1,0
8715,web,55,0,0,1,CA,0,1,0
8716,web,1,0,0,1,FL,1,0,0
8717,software,19,1,0,8,CA,1,1,24
8720,software,0,0,0,1,IL,1,1,0
8721,public_relations,21,1,8,1,CA,1,1,0
8723,games_video,0,0,0,1,NY,0,1,0
8724,advertising,5,0,0,1,MN,1,1,0
8725,software,0,0,0,1,NY,0,1,0
8726,hardware,15,0,0,1,AZ,0,1,0
8729,games_video,0,1,0,1,TN,0,1,0
8730,software,5,0,0,1,NY,1,1,0
8731,advertising,0,0,0,1,NY,0,1,0
8733,misc,0,0,0,1,CA,0,1,0
8735,public_relations,7,0,0,1,CA,1,1,0
8736,misc,7,0,0,1,CO,1,1,0
8738,advertising,0,0,0,1,FL,0,1,0
8739,software,70,0,0,1,MA,1,1,0
8740,other,6,0,3,1,NH,1,1,0
8741,web,0,0,0,1,IL,0,1,0
8743,enterprise,230,0,0,24,CA,1,1,141
8744,photo_video,100,0,0,7,CA,1,1,27
8745,other,4,0,0,1,NJ,0,1,0
8752,games_video,0,0,0,8,CA,1,1,59.5
8753,finance,2,0,0,3,CA,1,1,1.4
8754,web,5,0,0,1,FL,1,1,0
8755,security,0,1,0,5,CO,0,1,4
8757,software,0,0,0,4,CA,0,1,18
8759,web,0,0,4,2,CA,0,1,3.5
8767,software,35,1,0,1,MA,1,1,0
8768,software,0,0,4,4,CA,0,1,21.3
8770,enterprise,135,0,5,12,CA,1,1,34.4
8773,games_video,0,0,0,1,NY,0,1,0
8775,other,19,0,0,1,ID,1,1,0
8776,enterprise,65,0,5,26,CA,1,1,107
8778,other,0,0,0,1,NH,0,1,0
8780,mobile,0,0,0,1,CA,1,1,2
8781,web,0,0,0,1,CA,0,1,0
8784,games_video,0,0,0,1,AZ,0,1,0
8785,web,0,1,0,3,CA,0,1,0
8789,software,20,0,0,1,MA,1,1,0
8792,enterprise,3,0,0,1,CA,1,1,0
8795,software,5,0,0,1,WI,1,1,0
8798,web,21,1,3,7,CA,1,1,15.7
8800,cleantech,0,0,0,25,CA,0,1,789
8803,games_video,15,0,4,2,CA,1,1,1
8809,web,0,1,0,5,CA,1,1,13.8
8824,misc,0,0,0,1,NY,0,1,0
8825,misc,0,0,0,1,MN,0,1,0
8826,network_hosting,0,0,0,1,IL,0,1,0
8827,software,100,1,2,1,TX,0,1,0
8830,software,0,0,0,1,NJ,0,1,1.5
8832,web,2,0,0,1,CA,0,1,0
8836,hardware,0,0,0,1,CA,0,1,0
8837,web,19,0,3,14,CA,1,1,14.3
8840,enterprise,15,0,0,1,FL,0,1,0
8841,network_hosting,0,0,0,1,MA,0,1,0
8842,software,85,0,0,3,NC,1,1,5
8843,software,40,1,2,1,WA,0,1,0
8846,web,18,0,2,1,IL,0,1,0
8847,software,0,0,0,1,CO,0,1,0
8848,misc,0,0,0,1,TX,0,1,0
8849,misc,225,0,0,1,WA,0,0,0
8851,ecommerce,60,0,0,1,CA,0,1,0
8853,advertising,0,0,0,1,MA,1,1,0
8854,games_video,10,0,0,1,NY,1,1,1.3
8856,web,0,0,0,1,NY,1,1,0
8859,public_relations,410,0,0,1,TX,0,1,0
8860,network_hosting,0,0,0,1,TX,0,1,0
8861,mobile,0,0,0,1,MD,0,1,0
8862,network_hosting,0,0,0,1,WA,0,1,0
8863,hardware,0,0,0,1,TX,0,1,0
8864,security,0,1,0,1,MD,0,0,0
8865,other,0,1,0,1,WA,0,1,0
8866,other,6,0,0,1,NJ,0,1,0
8867,consulting,10,0,0,1,NY,0,1,0
8868,other,0,0,0,1,CA,0,1,0
8871,advertising,30,1,2,5,CA,0,1,3.1
8874,advertising,0,1,0,1,CA,0,1,0
8882,enterprise,0,0,0,1,MA,0,1,0
8883,software,40,0,0,1,VA,0,1,0
8888,search,2,0,3,1,GA,1,1,0
8893,games_video,8,0,0,1,IL,1,1,1.6
8896,web,2,0,0,1,NC,1,1,0
8901,web,2,0,0,1,IL,0,1,0
8903,software,5,0,0,1,GA,0,1,0
8906,web,5,1,0,1,NY,0,1,0.35
8909,software,0,0,0,1,MA,0,1,0
8916,consulting,225,1,0,1,VA,1,1,0
8917,other,0,0,0,1,VA,0,1,0
8918,other,0,0,3,1,TX,0,1,0
8920,mobile,0,0,0,1,TX,1,1,0
8922,other,1000,0,0,1,IL,1,1,0
8923,software,0,0,0,1,FL,0,1,0
8929,hardware,0,1,0,1,FL,0,1,0
8931,misc,0,0,0,1,TX,0,1,0
8932,software,0,0,0,2,VA,0,1,17.5
8937,network_hosting,0,0,0,7,TX,0,1,21.7
8940,hardware,0,0,0,1,TX,0,1,0
8943,semiconductor,0,0,0,4,TX,0,1,26.2
8947,misc,0,0,0,1,OH,0,1,0
8949,other,10,0,0,1,FL,0,1,0
8950,other,5,0,0,1,FL,0,1,0
8952,software,0,1,0,6,MA,0,0,15
8953,software,0,1,0,5,NJ,0,0,15
8957,web,0,0,0,1,CA,1,1,0
8961,advertising,0,0,2,26,CA,1,1,10.1
8969,misc,0,0,0,1,CT,0,1,0
8974,public_relations,0,0,0,9,NJ,0,1,26.8
8975,web,60,0,0,1,WA,0,1,0
8976,web,0,1,0,1,NY,0,1,0
8978,software,50,0,0,7,MA,1,1,14.6
8980,mobile,0,0,0,1,GA,1,1,0
8984,software,75,0,0,1,VA,1,1,0
8985,web,0,1,0,1,CA,1,1,0
8988,software,0,1,0,2,CA,0,1,6
8989,games_video,10,0,7,1,CA,0,1,0
8990,public_relations,10,0,0,1,IL,1,1,0
8991,network_hosting,2,0,0,1,MA,0,1,0
8992,mobile,0,0,0,1,CA,0,1,0
8994,web,0,0,0,1,NY,1,1,0
8997,network_hosting,2,0,0,1,CA,1,1,0
9000,misc,0,0,0,1,FL,1,1,0
9003,enterprise,25,0,0,5,CA,0,1,14
9004,other,0,0,0,1,IN,0,1,0
9006,ecommerce,0,0,0,1,PA,0,1,0
9008,software,0,0,0,1,MI,1,1,0
9009,software,25,0,2,1,MI,1,1,0
9014,network_hosting,50,0,4,1,NY,1,1,0
9017,other,20,0,0,1,TX,0,1,0
9018,other,0,0,0,1,NY,0,1,0
9021,software,0,1,0,1,NY,0,1,0
9023,other,0,0,0,1,WA,0,1,0
9027,search,5,0,0,1,PA,0,1,0
9029,other,0,0,0,1,OK,0,1,0
9030,software,0,0,0,1,MA,1,1,2.5
9032,analytics,15,0,3,1,LA,1,1,1
9035,consulting,35,1,0,1,CA,0,1,0
9036,games_video,6,0,0,1,IL,1,1,0
9037,web,1,0,0,1,WI,1,1,0
9045,consulting,12,0,0,1,IL,0,1,0
9046,advertising,50,0,0,1,FL,1,1,0
9049,mobile,2,0,0,1,NE,1,1,0.025
9050,misc,0,0,4,1,CA,1,1,0
9051,public_relations,0,0,0,1,CA,1,1,0
9054,software,30,0,0,1,ID,1,1,0
9056,misc,15,0,0,1,CA,0,1,0
9057,security,310,1,0,3,MA,0,1,10.1
9059,network_hosting,500,0,4,13,CA,1,1,118
9065,enterprise,10,0,2,1,FL,1,1,0
9067,enterprise,0,0,2,1,TX,0,1,0
9071,ecommerce,10,0,0,1,OH,1,1,0
9074,enterprise,0,0,0,1,NY,1,1,0
9075,web,0,1,0,1,MO,0,0,0
9078,enterprise,75,0,6,1,PA,1,1,0
9079,other,300,0,0,1,CA,1,1,0
9080,web,5,0,0,1,CA,0,1,0.2
9083,mobile,26,0,0,1,FL,0,1,0.5
9095,advertising,0,0,0,1,NY,1,1,0
9096,software,4,0,0,1,CA,0,1,0
9099,misc,0,0,0,1,AZ,0,1,0
9101,misc,0,0,0,1,UT,0,1,0
9102,web,0,1,3,1,WI,0,1,0
9103,ecommerce,0,0,0,1,CA,1,1,0
9107,games_video,0,0,0,1,CA,0,1,0
9112,web,10,0,3,1,NY,0,1,0.3
9113,network_hosting,10,0,0,1,FL,0,1,0
9115,software,0,0,0,1,WA,0,1,0
9118,finance,70,0,3,3,CA,0,1,5.9
9130,games_video,0,0,0,1,NY,0,1,0
9134,software,150,0,0,1,MA,0,1,0
9139,web,35,0,3,1,CA,1,1,0
9140,sports,9,0,0,6,NC,1,1,5.3
9145,ecommerce,0,0,0,1,IL,0,1,0
9150,public_relations,0,1,0,1,CA,0,1,0
9153,analytics,6,0,0,9,CA,1,1,2
9156,software,10,0,0,1,CA,1,1,0
9157,other,0,0,0,1,WA,1,1,0
9158,advertising,80,0,7,1,PA,1,1,0
9161,software,0,0,0,1,CA,0,1,0
9163,other,0,0,0,1,FL,0,1,0
9165,advertising,40,0,0,1,CA,1,1,0
9166,enterprise,120,1,0,1,IL,1,1,2.5
9167,software,0,0,0,1,WA,0,1,0
9168,hardware,0,0,0,1,WA,0,1,0
9169,news,0,0,2,15,DC,1,1,61.1
9174,misc,0,0,0,1,NY,0,1,0
9175,consulting,0,0,0,1,NY,1,1,0
9176,network_hosting,10,0,2,1,GA,0,1,0
9177,misc,0,0,0,1,CA,0,1,0
9179,mobile,20,0,0,1,CA,1,1,0
9181,network_hosting,6,0,0,1,CA,0,1,0
9183,web,2,0,4,1,CA,1,1,0
9190,consulting,0,0,0,1,CA,0,0,0
9192,hardware,0,0,0,1,IN,0,1,0
9193,consulting,1,0,0,1,IL,0,1,0
9194,web,0,0,0,1,CA,0,1,0
9195,finance,0,0,0,4,CA,1,1,12.9
9196,mobile,0,0,0,2,NC,0,1,2
9199,other,10,0,0,1,WA,1,1,0
9201,software,30,1,5,1,IL,1,1,0.94
9202,search,5,0,2,1,CA,1,1,0
9203,misc,0,0,0,1,NC,0,1,0
9204,advertising,15,0,0,1,CA,0,1,0
9205,misc,0,0,0,1,OH,0,0,0
9206,hardware,0,0,0,1,CA,0,1,0
9207,hardware,10,0,2,1,CT,0,1,0
9214,other,0,0,0,1,MA,1,1,0
9218,web,12,0,0,1,AZ,1,1,0
9220,consulting,90,0,0,1,GA,1,1,0
9221,hardware,10,0,0,1,OR,0,1,0
9222,ecommerce,0,0,0,1,CA,1,1,0
9228,consulting,1,0,0,1,CA,1,1,0
9229,web,0,0,0,1,CA,1,1,0
9234,advertising,500,0,0,1,SC,0,1,0
9236,misc,0,0,0,1,CA,0,1,0
9238,software,0,0,0,3,CO,0,1,7
9240,software,0,1,0,1,MA,0,1,0
9241,hardware,0,1,2,1,CA,0,1,0
9242,games_video,0,1,0,1,CA,1,1,0
9243,games_video,0,1,0,1,IL,1,1,0
9244,legal,55,0,0,1,UT,1,1,0
9247,web,190,0,2,2,NY,1,1,38.5
9256,software,1,0,2,1,CA,1,1,0
9260,other,0,0,0,1,CA,0,1,0
9263,web,8,1,4,1,TN,0,1,0
9265,web,5,1,0,4,CA,0,1,1.3
9266,software,7,0,0,1,MN,0,1,0
9270,software,5,0,0,1,CA,0,1,0
9272,public_relations,0,0,0,1,CA,1,1,0
9277,web,10,0,0,1,NY,1,1,0
9278,advertising,0,0,0,1,NJ,0,1,0
9282,public_relations,50,0,0,1,CA,1,1,0
9292,enterprise,100,0,0,19,CA,1,1,63.6
9294,messaging,0,0,0,9,NY,1,1,51.8
9297,mobile,0,0,0,1,NY,1,1,0
9299,games_video,0,1,0,1,CA,0,1,0
9301,other,10,0,2,1,IL,1,1,0
9302,consulting,4,0,0,1,VA,0,1,0
9304,advertising,25,0,0,1,PA,1,1,0
9306,web,23,0,9,19,NY,1,1,7.55
9307,ecommerce,225,0,4,4,NY,0,1,45
9310,misc,0,0,0,1,CA,0,1,0
9311,network_hosting,0,0,0,1,CA,0,1,0
9313,mobile,0,0,2,1,MD,0,1,0
9317,public_relations,15,0,0,1,NY,1,1,0
9319,games_video,49,0,0,1,MA,0,1,0
9320,software,100,0,0,6,NY,1,1,37.8
9321,finance,10,0,0,1,GA,1,1,0.505
9323,software,18,0,0,1,CA,1,1,0
9326,web,15,0,0,1,CA,0,1,0.75
9328,other,100,0,0,1,NY,0,1,0
9330,hardware,12,0,0,1,CA,0,1,0
9334,enterprise,6,0,2,1,CO,1,1,0
9335,software,5,0,0,1,KS,1,1,0
9337,other,0,0,0,1,IL,0,1,0
9349,web,10,0,0,1,TX,1,0,0.3
9350,enterprise,15,0,0,1,NY,0,1,0
9351,web,1,0,0,1,CA,0,1,0
9353,consulting,0,0,0,1,NY,1,1,0
9354,search,0,1,0,5,CA,0,1,18.3
9355,advertising,0,1,0,1,FL,1,1,0.35
9358,web,0,0,0,1,MA,1,1,0
9360,software,0,0,0,1,TX,0,1,0
9365,software,35,0,0,1,PA,0,1,0
9368,software,0,0,0,1,TX,0,1,0
9372,mobile,0,0,4,1,CA,0,1,0
9377,other,1000,0,0,1,MI,0,1,0
9379,mobile,0,0,0,1,CO,0,1,0
9381,advertising,0,1,0,8,CA,1,1,30.4
9382,other,4,0,2,1,NJ,0,0,0
9383,web,0,0,3,1,GA,1,1,0
9386,web,3,0,0,1,OR,0,1,0
9390,games_video,0,0,0,1,VA,0,1,0
9392,advertising,300,0,0,1,IL,0,1,22.5
9394,mobile,0,1,0,17,WA,0,1,5700
9396,consulting,0,0,0,1,CA,0,1,0
9400,advertising,0,0,0,1,TX,0,1,0
9402,mobile,4,0,7,1,NC,0,1,0
9403,software,80,0,0,1,CA,0,1,0
9406,web,55,0,0,1,CA,1,1,0
9409,web,0,0,0,1,GA,0,1,0
9411,web,0,0,0,1,MA,1,1,0
9413,enterprise,65,0,6,10,MA,1,1,36.2
9414,cleantech,0,0,0,1,AZ,0,1,428
9415,web,4,0,3,1,CA,0,1,0
9416,games_video,12,0,4,1,MD,1,1,0
9417,software,0,0,0,1,CA,1,1,0
9419,games_video,0,1,0,1,CA,1,1,0
9423,biotech,0,0,0,1,WA,0,1,0
9424,other,0,0,0,7,VA,0,1,24.5
9425,analytics,40,0,0,14,WA,1,1,39.8
9428,misc,0,1,0,7,CA,0,1,14
9429,software,0,0,0,4,CA,1,1,20.2
9430,software,0,0,0,4,MD,1,1,2
9431,consulting,12,0,0,1,FL,1,1,0
9432,software,20,0,5,1,GA,0,1,0
9433,ecommerce,15,0,0,1,CA,0,1,3
9434,search,0,1,0,1,IL,0,1,0
9435,web,0,0,0,1,CA,0,1,1.7
9440,other,4,0,2,1,TX,0,1,0.05
9443,mobile,0,1,0,1,IN,0,1,0
9444,games_video,0,0,2,1,TX,0,1,0
9447,misc,0,0,0,1,FL,0,0,0
9453,other,5,0,0,1,NY,1,1,0
9463,games_video,25,0,0,1,TX,0,1,0
9464,software,1,0,0,1,CA,1,1,0
9466,ecommerce,2,0,0,1,CO,0,1,0
9467,other,0,0,0,1,CA,1,1,0
9474,advertising,22,0,0,1,TX,1,1,0
9476,mobile,0,0,0,1,CA,0,1,0
9479,games_video,0,0,0,1,CA,0,1,17
9483,web,0,0,3,1,MD,1,1,0
9484,misc,0,0,0,1,VA,1,1,0
9485,web,0,0,0,1,WA,0,0,0
9486,web,10,0,2,1,NJ,1,1,0
9487,search,50,0,0,1,NJ,1,1,0
9488,misc,0,0,0,1,IL,1,1,0
9490,web,45,0,3,1,CA,1,1,1
9491,misc,0,0,0,1,CA,0,0,0
9492,public_relations,5,0,0,1,CA,1,1,0.65
9494,education,18,0,0,5,WI,1,1,18.5
9496,security,0,0,2,22,CA,1,1,131
9497,consulting,0,0,0,1,CA,0,1,0
9498,games_video,0,0,0,1,CA,0,1,0
9499,consulting,0,0,0,1,CA,0,1,0
9500,web,0,0,0,1,NY,0,1,0
9501,games_video,2,0,2,1,IL,1,1,0
9505,other,300,0,0,1,OH,1,1,0
9510,public_relations,5,0,0,1,CA,1,1,0
9516,semiconductor,0,1,0,1,CA,0,1,0
9517,biotech,0,1,0,1,CA,0,1,0
9518,other,0,0,0,1,IL,0,1,0
9521,games_video,11,0,3,1,CA,1,1,0
9522,software,0,0,0,3,GA,0,1,1
9523,software,0,0,0,1,FL,0,1,0
9527,misc,0,0,0,1,CA,0,1,0
9529,games_video,30,0,2,1,CA,1,1,0
9533,software,20,0,0,1,CA,1,1,0
9534,web,5,0,3,1,CA,1,1,0
9535,other,15,0,0,1,CA,0,1,2.75
9536,ecommerce,12,0,0,1,CA,0,1,0
9549,mobile,0,0,0,2,CA,0,1,14
9553,enterprise,0,0,0,3,CA,1,1,6.5
9554,enterprise,55,0,9,7,MA,1,1,30.3
9555,software,0,1,0,3,CA,0,1,15
9557,misc,0,0,0,1,MN,0,1,0
9561,consulting,0,1,0,2,CA,0,1,0
9563,advertising,0,0,0,1,CA,0,1,0
9567,web,0,0,0,2,CA,1,1,5.38
9569,web,10,0,0,1,CA,1,1,0
9570,misc,0,0,0,1,CA,0,1,0
9571,misc,0,0,0,1,CA,0,1,0
9577,mobile,0,0,0,1,NY,1,1,0
9578,advertising,65,0,0,1,CA,1,1,0
9580,search,3,0,0,1,CA,0,1,0
9582,cleantech,0,0,0,2,CA,0,1,2.3
9584,search,12,1,0,1,CA,0,1,0
9591,games_video,5,0,0,1,GA,1,1,0
9593,software,15,0,0,1,ME,0,1,0
9594,enterprise,6,0,0,1,NY,0,1,1
9595,software,0,1,0,1,TX,0,1,0
9600,software,0,0,0,1,TX,1,1,0
9601,software,0,0,0,2,NY,0,1,6
9602,software,0,0,10,1,MA,1,1,0
9607,software,0,1,0,1,PA,0,1,0.13
9608,hardware,0,1,0,1,TX,0,1,0
9609,web,3,0,0,1,WA,1,1,0
9610,other,0,0,3,1,FL,0,1,0
9612,games_video,0,0,0,4,CA,0,1,14
9614,misc,0,0,0,1,TX,1,1,0
9616,games_video,0,0,0,6,CA,0,1,49.6
9618,misc,0,0,0,1,NY,0,1,0
9619,misc,0,0,0,1,CA,1,1,0
9621,other,0,0,0,1,NY,0,1,0
9622,network_hosting,15,0,0,1,NY,0,1,3
9623,web,4,0,0,1,PA,0,1,0
9624,other,0,1,0,1,PA,0,1,0
9630,software,60,0,0,1,MA,1,1,0
9631,games_video,1,0,0,1,CA,0,1,0.1
9633,hardware,0,0,0,3,NY,1,1,3.2
9638,software,0,0,0,1,MA,0,1,0
9641,network_hosting,2,0,3,1,GA,1,1,0
9645,software,0,0,0,10,MA,0,1,22.5
9646,enterprise,0,0,0,12,MA,1,1,27.5
9649,software,90,1,0,1,NC,1,1,8
9650,consulting,4,0,0,1,NY,1,1,0
9651,public_relations,3,0,0,1,CA,0,1,0
9654,other,10,0,0,1,TX,0,1,0
9655,games_video,2,0,0,1,CA,0,1,0
9656,network_hosting,20,0,0,28,CA,1,1,43.5
9661,web,0,0,0,1,NY,0,1,0
9667,software,8,0,0,1,MA,1,1,0
9669,search,5,0,2,5,CA,1,1,3.9
9671,misc,0,0,0,1,VA,0,1,0
9673,software,150,0,0,26,MA,1,1,86.7
9676,other,0,0,0,1,MD,0,1,0
9677,web,1,0,0,1,FL,1,0,0
9679,web,150,1,0,1,WA,1,1,0
9684,other,0,0,0,1,NC,0,1,0
9686,advertising,19,0,0,16,NY,0,1,19.4
9693,enterprise,35,0,2,2,MA,1,1,0
9694,web,4,0,2,1,MA,1,1,0.35
9697,consulting,0,0,2,2,CA,0,1,30
9699,hardware,0,0,0,15,MN,0,1,67.9
9700,nanotech,0,0,0,14,MA,0,1,41.5
9701,mobile,0,1,0,10,CA,1,1,68.4
9702,public_relations,0,0,0,1,CA,0,1,0
9703,public_relations,0,0,0,1,IL,0,0,0
9704,public_relations,0,0,0,1,CA,0,0,0
9706,software,75,0,0,11,GA,1,1,41.3
9714,advertising,0,0,0,1,AZ,0,1,0
9717,games_video,0,0,0,4,CA,0,1,19
9718,web,0,0,0,1,CA,1,1,0
9721,software,9,1,0,1,MI,1,1,0
9724,advertising,15,0,0,1,CT,1,1,0
9726,software,13,0,4,1,UT,1,1,2
9727,enterprise,0,0,0,5,WA,1,1,14.5
9731,web,9,0,0,1,CA,1,1,0
9733,software,25,1,0,3,VA,0,1,7.5
9734,network_hosting,7,0,0,1,MA,0,1,0.6
9735,software,0,1,0,9,CA,0,1,34.7
9738,web,0,0,0,1,CA,0,1,0
9739,advertising,0,0,0,10,CA,1,1,30.2
9742,mobile,35,0,2,1,CA,1,1,0
9748,advertising,0,0,0,1,CA,1,1,0
9753,consulting,7,0,0,1,TX,0,1,0
9754,other,0,0,0,1,FL,1,1,0
9755,software,15,0,0,1,FL,0,1,0
9756,mobile,7,0,0,1,CA,0,1,0
9763,web,1,0,0,1,CO,1,1,0
9764,advertising,6,0,0,1,AZ,1,1,0
9766,web,0,0,0,1,CA,0,1,2.5
9767,mobile,3,0,0,1,TX,1,1,0.015
9769,software,100,1,0,1,CA,1,1,0
9774,mobile,2,0,0,1,CA,1,1,0
9776,mobile,3,0,4,1,CA,1,1,0
9785,software,0,0,0,8,PA,0,1,13.8
9793,enterprise,100,0,4,27,CA,1,1,104
9796,web,0,0,0,1,NY,1,1,0.5
9797,health,8,1,0,6,CA,1,1,1.83
9818,software,0,0,0,1,CA,1,1,0
9819,web,10,0,0,1,NY,0,1,0
9820,web,0,1,0,1,NC,0,1,0
9821,enterprise,0,1,0,1,MA,0,1,0
9822,software,0,1,0,1,CA,0,1,0
9824,web,1,0,0,1,MA,1,1,0.01
9825,web,2,0,5,1,UT,1,1,0
9826,misc,0,1,0,1,CA,0,0,0
9832,software,0,1,0,1,WA,0,1,5
9833,software,0,0,0,1,MN,0,1,0
9834,software,100,0,0,1,CA,1,1,0
9836,misc,0,0,0,1,IL,0,1,0
9837,public_relations,3,0,0,1,IL,0,1,0
9842,software,50,0,0,1,NY,1,1,0
9853,advertising,8,0,0,1,CA,1,1,0
9862,web,6,0,0,1,GA,0,1,0
9864,software,42,0,0,1,CO,1,1,0.025
9867,software,37,0,2,3,IL,1,1,12.8
9868,legal,0,0,0,5,CA,0,1,0
9869,advertising,0,0,0,1,IL,0,1,0.065
9871,software,30,0,0,1,MD,0,1,0
9872,advertising,125,0,0,8,NY,0,1,26.9
9873,software,0,0,0,3,VA,1,1,24.9
9876,software,33,0,3,1,TX,1,1,0
9881,other,1,0,0,1,CA,0,1,0
9887,network_hosting,0,0,0,1,CA,0,1,0
9890,advertising,0,0,0,1,CA,0,1,0
9891,misc,0,1,0,1,OR,0,1,0.51
9896,consulting,0,0,0,1,VA,0,1,0
9903,network_hosting,25,0,0,1,PA,1,1,0
9904,games_video,0,0,0,1,MN,1,1,0
9905,consulting,7,0,0,1,SC,1,1,0
9906,misc,0,0,0,1,GA,0,0,0
9907,consulting,4,0,0,1,GA,1,1,0
9911,public_relations,25,0,3,1,CA,1,1,0
9912,software,0,0,0,10,MD,1,1,40.9
9913,other,4,0,0,1,ID,1,1,0
9915,cleantech,0,1,0,1,VA,0,1,4
9916,games_video,5,0,0,1,NY,1,1,0
9917,consulting,0,0,0,1,CA,0,1,0
9918,software,0,0,0,1,WA,0,1,0
9919,misc,0,0,0,1,NV,0,1,0
9921,advertising,0,0,0,4,CA,1,1,12
9923,ecommerce,10,0,5,13,CA,1,1,6.53
9924,enterprise,110,0,0,1,NC,0,1,0
9925,hardware,0,1,0,6,MA,1,1,30.5
9928,software,0,1,0,1,IL,0,1,0
9929,mobile,7,0,3,1,KY,1,1,0
9932,advertising,0,0,0,1,NY,1,1,0
9937,web,4,0,0,1,NV,0,1,0
9942,public_relations,0,0,0,1,IL,1,1,0
9944,other,20,0,2,1,CA,1,1,0
9945,software,40,0,0,12,NH,1,1,24.3
9946,software,5,0,0,1,TN,1,1,0
9948,enterprise,0,0,0,1,MA,0,1,2.1
9949,web,2,0,0,1,WA,0,1,0
9950,web,0,0,0,1,UT,0,1,0
9952,mobile,0,1,0,10,CA,0,1,42.5
9953,other,0,0,0,1,CA,0,1,0
9960,web,8,0,0,1,CA,1,1,0
9965,consulting,1,0,0,1,CO,1,1,0
9967,other,2,0,0,1,DE,1,1,0
9970,web,4,0,0,1,OK,0,1,0
9981,software,0,0,0,7,MA,0,1,20
9983,software,4,0,5,1,CA,1,1,0.25
9987,games_video,0,1,0,1,WA,0,1,0
9990,ecommerce,0,0,0,1,CA,0,1,0
9994,web,0,0,0,1,IL,1,1,0
9996,software,0,1,0,1,CA,0,1,0
9998,software,70,0,0,3,MA,1,1,2.7
10019,ecommerce,8,0,0,1,NY,1,1,0
10030,software,0,0,0,1,MN,1,1,0
10034,games_video,2,0,2,1,FL,1,1,0
10035,ecommerce,300,0,0,3,CA,1,1,50
10036,misc,0,0,0,1,CA,0,1,0
10038,misc,0,1,0,1,WA,0,1,0
10039,other,0,0,0,1,MO,0,1,0
10040,software,20,0,5,1,IL,1,1,0
10044,enterprise,10,0,0,1,PA,1,1,0
10050,advertising,50,0,0,1,GA,0,1,0
10051,software,0,0,0,1,NV,0,1,0
10053,network_hosting,35,0,0,1,DE,1,1,0
10056,software,10,0,0,1,FL,1,1,0
10057,consulting,0,0,0,1,MA,0,1,0
10061,advertising,11,0,0,1,CA,1,1,1
10062,ecommerce,2,0,0,1,CA,0,1,0
10063,other,6,0,0,1,TX,1,1,0
10067,software,45,0,2,1,TX,1,1,4
10069,network_hosting,4,0,5,1,OH,0,1,0
10070,advertising,6,0,0,1,CA,1,1,0
10072,web,6,0,5,1,NY,0,1,0
10073,advertising,0,0,6,1,CO,1,1,0
10076,advertising,3,1,0,1,NY,1,1,0.5
10077,ecommerce,6,0,0,1,CA,0,1,0.05
10079,web,85,0,0,2,CA,0,1,8.7
10081,enterprise,0,0,0,1,MA,0,1,0
10093,consulting,10,0,0,1,CA,0,0,0
10097,software,20,0,0,1,TX,1,1,0
10099,web,0,0,0,1,TX,1,1,0
10100,other,5,0,0,1,GA,0,1,0
10101,software,0,0,0,1,CA,1,1,0
10102,consulting,1,0,0,1,AZ,1,1,0
10103,software,0,0,0,1,SC,1,1,0
10104,software,40,0,0,3,CA,0,1,12.7
10105,software,4,0,0,1,CA,1,1,0
10106,software,6,0,0,1,OR,1,1,0
10112,other,5,0,0,1,OR,1,1,0
10115,other,144,0,0,1,CA,0,1,0
10119,advertising,5,0,4,1,CA,1,1,0
10121,network_hosting,18,0,0,1,WA,0,1,0
10131,other,5,0,0,1,WA,1,1,0
10138,mobile,3,0,0,1,CA,1,1,0
10139,web,0,0,0,1,CA,0,1,0
10148,software,0,0,0,1,CA,0,1,0
10150,misc,0,0,0,1,MA,0,1,0
10151,security,0,0,0,16,MA,1,1,82.9
10152,other,0,0,0,1,MA,0,1,0
10153,enterprise,7,0,0,2,CT,1,1,0.65
10154,software,6,0,0,1,TX,1,1,0.75
10155,web,0,0,0,1,NY,1,1,0
10159,games_video,0,0,0,1,WA,0,1,0
10160,network_hosting,3,0,0,1,MN,1,1,0
10161,other,0,0,0,1,MA,0,1,0
10165,software,0,0,0,1,CA,0,1,0
10171,web,0,0,3,1,FL,0,1,0
10172,other,6,0,0,1,CA,1,1,0
10173,software,730,0,0,1,CO,0,1,0
10174,software,3,0,0,1,TX,1,1,0
10175,public_relations,10,0,0,1,CO,1,1,0
10177,mobile,15,0,0,1,NY,1,1,0
10187,mobile,0,0,0,1,NY,1,1,0
10194,enterprise,0,0,0,1,GA,0,1,0
10195,web,5,0,0,4,CA,0,1,0.655
10196,consulting,12,0,0,1,VA,0,1,0.125
10199,analytics,12,0,0,2,OR,1,1,2.37
10200,software,0,0,0,1,KS,1,1,0
10202,web,1,0,0,1,GA,1,1,0
10207,hardware,2,0,6,1,UT,1,1,0
10209,other,0,0,0,1,NY,0,1,0
10214,other,1,0,2,1,NY,1,1,0
10235,mobile,0,0,0,1,NC,0,1,0
10236,misc,0,0,0,1,MN,0,0,0
